scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
300929,016048,80205700,华骐环保,环保工程,001,001,2,cyb,2020-12-30T00:00:00,2018-12-31T00:00:00,62207623.96,525508859.03,447279500.12,0.438150069126856,378607839.8,0.457889100511366,11375798.44,21567870.71,15497446.87,72655744.45,71241243.58,9112550.89,-,-,-,-,-,4725886.47,-,-,-,-,-,-,-,-,0.555139,1.331398,1.336677,58895787.75,1.366113779,2020/12/30 7:14:08,378607839.8
688317,016047,80453302,之江生物,医疗行业,001,001,2,,2020-12-28T00:00:00,2018-12-31T00:00:00,62318542.47,224350623.96,160569840.55,0.182350271578083,43456887.2,0.237806324559704,70881072.44,28395437.58,-2623802.46,72611841.14,72462817.63,10144275.16,-,-,-,-,-,535774.74,-,-,-,-,-,-,-,-,0.16419,0.17187,0.20926,50492685.44,0.1292723768,2020/12/28 10:40:39,43456887.2
688686,016021,81018306,奥普特,仪器仪表,001,001,2,,2020-12-28T00:00:00,2018-12-31T00:00:00,136809777.63,422130978.89,256510273.24,0.229610290769681,121191445.85,0.399486339789108,67828880.81,18781463.67,-5293274.79,159499804.76,159501270.9,22691493.27,-,-,-,-,-,4085759.62,-,-,-,-,-,-,-,-,0.394958,0.700874,0.80475,137572144.84,0.7362182625,2021/1/6 20:27:38,121191445.85
300894,016019,80650875,火星人,家电行业,001,001,2,cyb,2020-12-28T00:00:00,2018-12-31T00:00:00,92347792.68,955642685.13,844948870.35,0.625938864153755,454724765.09,0.328467204777487,219562887.62,122181224.97,2673322.73,113946811.85,122111391.89,29763599.21,-,-,-,-,-,6072983.66,-,-,-,-,-,-,-,-,0.364846,-0.374009,-0.433915,174544392.68,0.1482120536,2020/12/27 16:51:33,454724765.09
300477,016020,80100574,合纵科技,输配电气,001,001,2,cyb,2020-12-25T00:00:00,2018-12-31T00:00:00,51043523.98,2007514867.2,1943915986.97,-0.0149880954707331,1580964279.15,-0.0349944999935803,168594156.31,97978573.65,52937786.18,56394784.8,65854185.36,15604558.67,-,-,-,-,-,13086093.64,-,-,-,-,-,-,-,-,-0.048276,-0.61566,-0.611112,37019224.43,-0.6964409709,2020/12/25 21:48:41,1580964279.15
688618,016015,81056910,三旺通信,通讯行业,001,001,2,,2020-12-25T00:00:00,2018-12-31T00:00:00,51379607.7,147001118.23,103164425.44,0.188142787892398,50991309.62,0.365867833643457,26478461.94,4448390.79,-778319.57,56119051.63,56118864.49,4739256.79,-,-,-,-,-,1762102.67,-,-,-,-,-,-,-,-,0.306633,0.746272,0.865008,48665709.55,0.4589077418,2020/12/24 19:29:33,50991309.62
688819,016007,80290132,天能股份,电力行业,001,001,2,,2020-12-25T00:00:00,2018-12-31T00:00:00,1217258685.01,35862842259.89,34549256461.99,0.287609752884892,29902368691.06,0.303029982165817,1559630278.76,518109612.09,139102237.19,1579786543.77,1524940154.19,259973463.39,-,-,-,-,-,1313473140.28,-,-,-,-,-,-,-,-,0.27843,0.170404,0.084252,1049006229.16,0.0813348723,2020/12/24 20:33:07,29902368691.06
688698,016020,81045998,伟创电气,输配电气,001,001,2,,2020-12-24T00:00:00,2018-12-31T00:00:00,35280810.94,356957902.59,327187085.94,0.14732885534148,215733299.24,0.135900026975236,31920365.73,36024593.67,4077299.42,41997699.94,40063373.14,4782562.2,-,-,-,-,-,2696053.72,-,-,-,-,-,-,-,-,0.105629,0.226723,0.116187,10510410.94,-0.5797283117,2020/12/23 20:01:16,215733299.24
688063,016043,80401404,派能科技,机械行业,001,001,2,,2020-12-24T00:00:00,2018-12-31T00:00:00,45459286.49,426025451.47,366187885.59,1.03093361287586,297075662.62,1.59854650135153,22308039.16,20388931.39,-1969925.65,50938396.88,50683187.23,5223900.74,-,-,-,-,-,1804463.77,-,-,-,-,-,-,-,-,1.972181,1.948181,2.030238,41137086.49,1.8846092819,2020/12/23 19:29:04,297075662.62
300925,016057,80424639,法本信息,软件服务,001,001,2,cyb,2020-12-23T00:00:00,2018-12-31T00:00:00,65165938.33,782391108.77,710899718.19,0.795870686162476,556670325.01,0.837236350105115,22498242.92,72252539.01,1958889.07,69908660.5,69936657.12,4770718.79,-,-,-,-,-,4466540.28,-,-,-,-,-,-,-,-,0.81291,0.994485,1.045969,58399758.79,0.9829910169,2020/12/22 21:27:38,556670325.01
300646,016041,80277795,侨源气体,化工行业,001,001,2,cyb,2020-12-23T00:00:00,2018-12-31T00:00:00,228378431.75,733579538.71,443958944.34,0.20613308411508,296727498.68,0.239152782860363,95178485.92,38390689.43,4618982.87,292731929.84,284793463.36,56415031.61,-,-,-,-,-,9043287.44,-,-,-,-,-,-,-,-,0.388188,0.886192,0.930267,230162786.96,0.9734900716,2020/12/23 18:45:36,296727498.68
300928,016035,80971878,华安鑫创,汽车行业,001,001,2,cyb,2020-12-22T00:00:00,2018-12-31T00:00:00,70736774.93,862911017.66,770205755.49,-0.0178859890712444,723078797.24,-0.000628031927918102,11354018.28,14790144.11,6326556.5,82591409.43,82591409.43,8740059.43,-,-,-,-,-,1794772.35,-,-,-,-,-,-,-,-,0.033421,0.61749,0.578001,70129913.47,0.2754994891,2020/12/22 7:16:48,723078797.24
300937,,81018359,药易购,,001,001,2,cyb,2020-12-22T00:00:00,2018-12-31T00:00:00,56557769.06,2023988593.92,1952287466.2,0.276072757857364,1850785335.48,0.282500754902536,79318159.81,16577013.32,2664806.95,67999306.42,67861830.82,11448935.22,-,-,-,-,-,2942150.64,-,-,-,-,-,-,-,-,0.275532,0.25746,0.268172,56663316.16,0.1244688642,2020/12/22 15:26:55,1850785335.48
605277,016007,80994787,新亚电子,电力行业,001,001,2,shzb,2020-12-22T00:00:00,2018-12-31T00:00:00,106478353.96,896536354.18,788355918.9,-0.00582285187665403,714981156.84,0.0408568418640199,36706995.47,14048360.94,6607473.3,126358839.39,126994269.81,22183396.36,-,-,-,-,-,4747286.59,-,-,-,-,-,-,-,-,0.025392,0.672717,1.098988,86852916.1,0.0998247224,2020/12/22 7:10:18,714981156.84
003030,016012,80468271,祖名股份,食品饮料,001,001,2,zxb,2020-12-22T00:00:00,2018-12-31T00:00:00,63941847.75,939159562.18,858644500.8,0.0583935796543376,586821538.68,0.0345075195331047,186728110.22,53808972.27,20520138.85,85792563.23,84604301.27,20662453.52,-,-,-,-,-,7949303.09,-,-,-,-,-,-,-,-,0.088534,0.445391,0.541185,59585411.44,0.7304430429,2020/12/22 7:03:16,586821538.68
300922,016018,80390793,天秦装备,塑胶制品,001,001,2,cyb,2020-12-22T00:00:00,2018-12-31T00:00:00,61220486.12,222337057.16,155141492.77,0.247743921868079,132132094.29,0.229389559677487,2637277.48,9390354.31,-877509.37,67930368.5,67691196.26,6470710.14,-,-,-,-,-,1259231.88,-,-,-,-,-,-,-,-,0.311105,0.478201,0.567513,56721113.34,0.5008819612,2020/12/21 21:53:06,132132094.29
003033,016043,80507564,征和工业,机械行业,001,001,2,zxb,2020-12-22T00:00:00,2018-12-31T00:00:00,68291617.62,735278794.72,661562774.79,0.0742704573887843,552210900.27,0.110187619023584,44240068.0,25106563.17,5019727.31,73215452.67,75614464.12,7322846.5,-,-,-,-,-,7817163.01,-,-,-,-,-,-,-,-,0.101785,0.456745,0.48474,63283450.22,0.4875509471,2020/12/22 7:34:19,552210900.27
000960,016032,10001212,锡业股份,有色金属,001,001,2,szzb,2020-12-22T00:00:00,2018-12-31T00:00:00,885094718.96,39603061814.54,38381291885.18,0.15524623239572,36093686798.35,0.166783348605293,177469349.34,975283703.36,801393169.69,1345150216.77,1306825118.95,179903285.19,-,-,-,-,-,198541219.42,-,-,-,-,-,-,-,-,0.150858,0.031464,0.248129,738454661.61,-0.1961851127,2020/12/21 18:23:32,36093686798.35
003031,016022,80994472,中瓷电子,电子元件,001,001,2,zxb,2020-12-21T00:00:00,2018-12-31T00:00:00,58686940.52,407028027.91,356098094.16,0.181923426098312,279753415.06,0.245210248242479,5054224.37,17893326.63,-929748.84,63425569.89,63537268.92,4850328.4,-,-,-,-,-,694317.0,-,-,-,-,-,-,-,-,0.18585,0.278581,0.259638,46235978.84,0.1922194887,2020/12/21 6:57:17,279753415.06
605155,016040,80994747,西大门,材料行业,001,001,2,shzb,2020-12-21T00:00:00,2018-12-31T00:00:00,76194839.02,390945961.72,299842337.45,0.145855808490302,244743819.18,0.19712020257045,19656393.97,18706615.41,-794880.07,89938535.84,88231047.34,12036208.32,-,-,-,-,-,3111368.15,-,-,-,-,-,-,-,-,0.124858,0.072988,0.246109,77041103.3,0.1876893946,2020/12/21 6:53:48,244743819.18
300613,016022,80350175,富瀚微,电子元件,001,001,2,cyb,2020-12-21T00:00:00,2018-12-31T00:00:00,54498833.45,412004133.31,379065440.56,0.0872755884408958,239191418.08,0.0161543930184431,8772003.48,36541733.02,-26332336.7,42539916.77,52370043.24,6105639.94,-,-,-,-,-,1694344.54,-,-,-,-,-,-,-,-,-0.082831,-0.580919,-0.486156,36611974.63,-0.6101413734,2020/12/21 20:16:33,239191418.08
688560,016018,80553688,明冠新材,塑胶制品,001,001,2,,2020-12-18T00:00:00,2018-12-31T00:00:00,88495114.03,866789625.92,767600063.88,0.40600626097756,685149391.27,0.468803303372644,25684011.88,17759842.95,2816925.35,98581295.25,103658892.11,15163778.08,-,-,-,-,-,2678036.03,-,-,-,-,-,-,-,-,0.457723,1.048395,1.378159,78525514.03,1.4341546831,2020/12/17 19:27:21,685149391.27
688658,016024,80300453,悦康药业,医药制造,001,001,2,,2020-12-18T00:00:00,2018-12-31T00:00:00,267949096.65,3982702543.72,3675739531.28,0.453723198193758,1585607845.79,0.0307534221688968,1719786112.3,164189331.29,32989077.27,323410362.26,324865261.67,55966409.4,-,-,-,-,-,53464642.85,-,-,-,-,-,-,-,-,0.475028,0.711636,0.658498,260652213.93,1.1787961039,2020/12/17 19:33:21,1585607845.79
688679,016048,80457416,通源环境,环保工程,001,001,2,,2020-12-18T00:00:00,2018-12-31T00:00:00,57093307.41,596764941.84,521155227.67,0.326916101299067,428455444.05,0.404279761599191,21007379.87,39656951.61,7835661.91,65367159.59,63310034.8,9084357.7,-,-,-,-,-,4177265.56,-,-,-,-,-,-,-,-,0.411969,2.361725,2.40654,59167896.65,2.8617035949,2020/12/17 19:23:20,428455444.05
300918,016010,80951389,南山智尚,纺织服装,001,001,2,cyb,2020-12-17T00:00:00,2018-12-31T00:00:00,121173920.19,1997388921.86,1773812797.91,0.194998330754157,1352264936.42,0.222891102049724,220630729.68,81733960.03,29854800.46,159423923.94,159804469.48,38687693.25,-,-,-,-,-,28394407.5,-,-,-,-,-,-,-,-,0.200331,0.365377,0.316408,115848479.87,0.2255586432,2020/12/16 21:00:49,1352264936.42
300919,016040,81046883,中伟股份,材料行业,001,001,2,cyb,2020-12-17T00:00:00,2018-12-31T00:00:00,63133929.01,3068216394.23,2984806846.55,0.621881699404079,2717528846.69,0.616792721618595,36240630.63,47376455.54,71748883.5,90381438.98,64781093.72,1647164.71,-,-,-,-,-,4041580.07,-,-,-,-,-,-,-,-,0.64815,2.595705,2.462554,43819562.9,2.7450471588,2020/12/16 21:07:19,2717528846.69
300917,016017,80995330,特发服务,房地产,001,001,2,cyb,2020-12-16T00:00:00,2018-12-31T00:00:00,51799452.62,699014994.91,622031060.67,0.363058570290473,551870615.79,0.393236460557183,6901953.28,58150126.03,176733.87,75203664.34,75096920.33,19826084.06,-,-,-,-,-,4931631.7,-,-,-,-,-,-,-,-,0.377109,0.422243,0.489296,55753452.62,0.3952270205,2020/12/15 21:13:11,551870615.79
605377,016025,80406509,华旺科技,造纸印刷,001,001,2,shzb,2020-12-16T00:00:00,2018-12-31T00:00:00,125352901.45,1924539259.53,1792006797.66,0.0849185110979617,1638524254.36,0.107181697652533,39633833.58,19842670.1,36158048.64,136813149.11,137595626.3,12242724.85,-,-,-,-,-,8599960.2,-,-,-,-,-,-,-,-,0.051505,-0.257401,-0.200662,122664701.45,-0.2347587631,2020/12/16 7:04:22,1638524254.36
688668,016022,80994759,鼎通科技,电子元件,001,001,2,,2020-12-15T00:00:00,2018-12-31T00:00:00,45724972.05,204779402.99,150709675.39,0.457001254974314,115922904.19,0.52611504023924,4995910.32,13495810.32,245758.04,51878341.98,52471127.33,6746155.28,-,-,-,-,-,1402040.97,-,-,-,-,-,-,-,-,0.495042,0.463541,0.517484,44941740.83,0.6371115093,2020/12/14 19:15:58,115922904.19
605179,016012,80300468,一鸣食品,食品饮料,001,001,2,shzb,2020-12-15T00:00:00,2018-12-31T00:00:00,157447840.63,1754967299.79,1569957543.36,0.154002656708563,1061888955.7,0.145724203597582,363563678.81,98195020.76,-5562550.6,194814534.73,192453607.21,35005766.58,-,-,-,-,-,13744851.97,-,-,-,-,-,-,-,-,0.157953,0.225473,0.315302,150720740.63,0.1316504711,2020/12/15 7:03:12,1061888955.7
003029,016057,80995108,吉大正元,软件服务,001,001,2,zxb,2020-12-14T00:00:00,2018-12-31T00:00:00,87474641.35,400155081.16,335637118.06,-0.0797368055131893,178691323.79,-0.209432735186517,74716579.81,52452744.04,-6499421.87,100963842.63,103223980.94,14511082.49,-,-,-,-,-,4347447.18,-,-,-,-,-,-,-,-,-0.045166,0.56007,0.590649,61277957.6,0.1566415208,2020/12/14 7:09:01,178691323.79
003028,016022,81016892,振邦智能,电子元件,001,001,2,zxb,2020-12-14T00:00:00,2018-12-31T00:00:00,85768623.73,567555062.37,465704800.83,0.247457200442221,419455832.89,0.282636402856268,7758963.23,15251517.79,-4102510.53,98188748.26,98227277.23,12458653.5,-,-,-,-,-,2727383.24,-,-,-,-,-,-,-,-,0.192933,-0.018775,7.4e-05,84550780.82,0.0172600813,2020/12/14 7:08:05,419455832.89
688608,016022,81048463,恒玄科技,电子元件,001,001,2,,2020-12-09T00:00:00,2018-12-31T00:00:00,1770438.92,329955558.5,327059822.75,0.433682857121342,210546728.43,3.09623473561805,7066671.09,23867609.64,-1808943.8,3031554.92,1770438.92,-,-,-,-,-,-,147541.91,-,-,-,-,-,-,-,-,2.901766,1.021116,1.012329,1501274.92,1.0545301401,2020/12/8 19:14:17,210546728.43
300923,016008,80995103,研奥股份,交运设备,001,001,2,cyb,2020-12-09T00:00:00,2018-12-31T00:00:00,49420093.48,349772228.03,298198015.67,-0.0544312373273126,232532441.33,-0.0517241845338528,18074572.4,26364308.92,1965755.26,56669469.53,57154161.31,7734067.83,-,-,-,-,-,4255553.25,-,-,-,-,-,-,-,-,-0.042025,0.049611,0.031219,44748643.84,-0.0268089982,2020/12/10 15:55:19,232532441.33
605186,016047,80932335,健麾信息,医疗行业,001,001,2,shzb,2020-12-09T00:00:00,2018-12-31T00:00:00,74636351.01,256457603.46,161569033.27,0.0917740898426337,100837086.42,0.177026740952978,27685619.22,18318332.57,-876896.22,104490989.25,105027645.24,14476736.72,-,-,-,-,-,3003992.46,-,-,-,-,-,-,-,-,0.100447,0.251079,0.347184,69522232.15,0.4594311214,2020/12/9 7:08:09,100837086.42
300027,016039,80133694,华谊兄弟,文化传媒,001,001,2,cyb,2020-12-08T00:00:00,2018-12-31T00:00:00,-1168658269.12,3814468574.03,3719126624.0,-0.00739463171370828,2147242828.95,-0.00249617134286306,651267016.92,528325265.68,328884229.23,-935384416.33,-876133105.46,108389636.21,-,-,-,-,-,15450349.44,-,-,-,-,-,-,-,-,-0.0334,-2.357379,-2.410939,-1181283529.76,-10.0139869007,2020/12/9 14:09:48,2147242828.95
605500,016025,80995309,森林包装,造纸印刷,001,001,2,shzb,2020-12-08T00:00:00,2018-12-31T00:00:00,269209681.35,2475937980.35,2306499657.75,0.149937296098634,2027807745.65,0.184122241512669,69304244.12,56614339.3,32133461.97,287498266.58,307921127.52,38711446.17,-,-,-,-,-,32419756.02,-,-,-,-,-,-,-,-,0.148777,0.265465,0.428307,247015861.8,0.0316432349,2020/12/8 7:14:28,2027807745.65
003026,016022,80380768,中晶科技,电子元件,001,001,2,zxb,2020-12-08T00:00:00,2018-12-31T00:00:00,66481461.63,253512234.27,177351405.8,-0.00852084669195187,143320833.31,-0.0390409069651584,5667037.61,15849146.46,4341436.26,74432578.09,75259916.89,8778455.26,-,-,-,-,-,2846805.43,-,-,-,-,-,-,-,-,0.070001,0.474609,0.362372,64105203.37,0.4030611657,2020/12/8 7:19:29,143320833.31
300921,016015,80994489,南凌科技,通讯行业,001,001,2,cyb,2020-12-07T00:00:00,2018-12-31T00:00:00,55082804.69,420861636.38,359629477.56,0.0343616116267419,258959832.91,0.0188982850239007,44408666.36,27886555.58,-219054.3,63340465.88,62638200.72,7585068.52,-,-,-,-,-,450898.58,-,-,-,-,-,-,-,-,0.101993,0.72103,0.70746,53097195.05,0.7092808139,2020/12/7 11:13:04,258959832.91
688136,016024,81045727,科兴制药,医药制造,001,001,2,,2020-12-07T00:00:00,2018-12-31T00:00:00,94163686.68,890611692.19,771036100.39,0.460330740519076,168240269.76,0.302953699038113,468079784.5,73333863.04,11929829.04,121270238.31,121268550.7,27104864.02,-,-,-,-,-,6775507.39,-,-,-,-,-,-,-,-,0.446174,0.357777,0.58547,108296690.67,0.4708631435,2020/12/6 15:32:42,168240269.76
003027,016048,80994785,同兴环保,环保工程,001,001,2,zxb,2020-12-07T00:00:00,2018-12-31T00:00:00,139047343.8,720883351.89,541894253.92,1.02301177424444,442930299.49,1.02031094781864,21563756.59,23939022.26,4750390.15,176148552.19,176578834.09,26612336.93,-,-,-,-,-,8297552.22,-,-,-,-,-,-,-,-,0.951854,1.027989,1.023577,135518244.32,0.9701095813,2020/12/6 17:53:08,442930299.49
300920,016018,80410835,润阳科技,塑胶制品,001,001,2,cyb,2020-12-07T00:00:00,2018-12-31T00:00:00,87235356.61,324820579.7,223326973.11,0.549469189501826,191009157.64,0.89767653096001,7590354.82,12030833.78,128591.74,99891011.51,103860328.07,16686650.77,-,-,-,-,-,2825434.26,-,-,-,-,-,-,-,-,0.929261,3.203875,3.061395,81831151.48,1.0899247383,2020/12/7 7:40:04,191009157.64
688571,016041,80314246,杭华股份,化工行业,001,001,2,,2020-12-04T00:00:00,2018-12-31T00:00:00,66918450.1,966128837.42,895234647.31,0.0263924177374446,738251170.2,0.0335168056155587,63677794.82,46185943.7,-2907764.78,75263125.48,74954837.15,7502832.81,-,-,-,-,-,7851457.62,-,-,-,-,-,-,-,-,0.00522,-0.161343,-0.137414,60178150.1,-0.1726819667,2020/12/3 19:17:40,738251170.2
