scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
002948,016029,80046098,青岛银行,银行,001,001,2,zxb,2015-02-27T00:00:00,2010-12-31T00:00:00,514531000.0,1574781000.0,902712000.0,-,902712000.0,-,-,655609000.0,-,672069000.0,672267000.0,157736000.0,1574781000.0,1506327000.0,-,56936000.0,-,86432000.0,655609000.0,-,-,-,-,-,-,-,0.443676,0.323817,0.227684,-,-,2020/9/25 9:56:35,-
601108,016027,80048595,财通证券,券商信托,001,001,2,shzb,2014-12-16T00:00:00,2010-12-31T00:00:00,487248823.98,1741088481.05,967440949.55,-,-,-,-,896700286.15,-,773647531.5,773127599.08,204075200.02,-,212101886.31,-,1250772539.07,-0.114286499550145,72558587.86,-,-,211441614.47,-,-,-,-,-,0.037003,-0.148497,-0.175296,-,-,2016/12/27 12:20:40,-
002936,016029,80058973,郑州银行,银行,001,001,2,zxb,2014-12-09T00:00:00,2010-12-31T00:00:00,629114015.76,1470151151.99,649300010.66,-,649300010.66,-0.215838201524964,-,526401194.63,-,820851141.33,827939121.68,198825105.92,1470151151.99,1043833395.97,0.254917533913832,24484790.42,-,74715137.17,526401194.63,-,-,-,-,-,-,-,0.30161,1.722836,1.763334,-,-,2014/12/9 10:49:22,-
601375,016027,80000218,中原证券,券商信托,001,001,2,shzb,2014-12-05T00:00:00,2010-12-31T00:00:00,513524365.47,1345669695.34,688904303.06,-,-,-,-,640627889.17,-,656765392.28,701129693.94,187194579.63,-,117616191.16,-,1121571443.85,-0.244551875267573,66262619.15,-,-,-,-,-,-,-,-,-0.276238,-0.436817,-0.406915,-,-,2016/12/27 12:20:46,-
002966,016029,80071686,苏州银行,银行,001,001,2,zxb,2014-09-26T00:00:00,2010-12-31T00:00:00,608441230.04,1395335316.22,623303553.92,-,623303553.92,-0.403468657019901,-,493551557.98,-,772031762.3,774276637.54,163129536.27,1395335316.22,1343847407.22,0.175072822400775,20577741.71,-,50671807.36,493551557.98,-,-,-,-,-,-,-,0.353618,1.172874,0.519539,-,-,2020/9/24 16:38:39,-
600025,016007,80075711,华能水电,电力行业,001,001,2,shzb,2014-09-11T00:00:00,2010-12-31T00:00:00,1760150823.97,7901906113.41,5824140792.45,0.665053814079874,4173013674.87,0.515846377488048,24235729.85,72235452.52,1409831119.5,2092349024.23,2136710356.99,349795736.62,-,-,-,-,-,144824815.71,-,-,-,-,-,-,-,-,0.900137,2.049734,2.275464,-,-,2018/5/28 13:57:19,4173013674.87
601228,016016,80179506,广州港,港口水运,001,001,2,shzb,2014-07-16T00:00:00,2010-12-31T00:00:00,422712176.46,3975033871.71,3384166949.28,-,2288722742.45,-,13355563.78,690442517.13,156288577.16,567013858.42,580373815.72,125688890.35,-,-,-,-,-,136691899.89,-,-,-,-,-,-,-,-,-,-,-,-,-,2014/7/16 13:42:41,2288722742.45
600782,016033,10000731,新钢股份,钢铁行业,001,001,2,shzb,2014-07-11T00:00:00,2010-12-31T00:00:00,366076727.87,35212557743.57,34844922463.39,0.60730384542972,33132094689.92,0.617818359526291,342215600.92,753981630.58,465016971.14,372931516.76,428547902.43,42081585.26,-,-,-,-,-,102880370.99,-,-,-,-,-,-,-,-,0.612003,1.191048,1.030551,326485000.0,0.9389174345,2017/10/9 9:30:52,33132094689.92
603026,016041,80198469,石大胜华,化工行业,001,001,2,shzb,2014-04-28T00:00:00,2010-12-31T00:00:00,89658997.9,2847242921.45,2741901053.74,-,2640215174.99,-,39665129.77,38797113.7,14289174.63,103799885.44,107713733.16,19980553.8,-,-,-,-,-,5944659.33,-,-,-,-,-,-,-,-,-,-,-,-,-,2017/8/5 12:44:55,2640215174.99
300086,016024,80143575,康芝药业,医药制造,001,001,2,cyb,2014-04-15T00:00:00,2010-12-31T00:00:00,139317546.85,314451808.57,154681072.59,0.468780371696606,101335372.41,0.632825792507209,32137500.75,36983520.59,-18783400.45,160438939.46,166478058.38,27160511.53,-,-,-,-,-,3072226.83,-,-,-,-,-,-,-,-,0.437303,0.403924,0.427768,138998462.18,0.4539660563,2017/11/21 15:15:53,101335372.41
600293,016042,10000239,三峡新材,综合行业,001,001,2,shzb,2014-04-12T00:00:00,2010-12-31T00:00:00,48379562.88,929564240.9,881333778.42,0.252784412393454,791748693.33,0.305004372764608,9594629.35,39407132.81,35998406.73,48962951.89,48870881.8,698532.93,-,-,-,-,-,5305105.13,-,-,-,-,-,-,-,-,0.282791,1.226334,1.223541,47798238.38,1.3600650192,2020/6/22 13:41:07,791748693.33
601187,016029,80039308,厦门银行,银行,001,001,2,shzb,2014-03-17T00:00:00,2010-12-31T00:00:00,136409163.58,566998669.02,375847784.96,-,375847784.96,0.309091494975619,-,279076056.27,-,191150884.06,194531200.34,58122036.76,566998669.02,598664377.44,0.558934766550554,26475052.49,-,36089747.73,279076056.27,-,-,-,-,-,-,-,0.48303,1.007496,1.162746,-,-,2020/9/24 10:24:47,-
601696,016027,80000200,中银证券,券商信托,001,001,2,shzb,2014-03-12T00:00:00,2010-12-31T00:00:00,853721904.0,2385579355.0,1279563510.0,0.291147094257753,-,-,-,1170567773.0,-,1106015845.0,1138648196.0,284926292.0,-,125056457.0,-,2083181928.0,0.181484210923073,107768140.0,-,-,-,-,-,-,-,-,0.186171,0.08419,0.124698,-,-,2016/12/27 12:20:38,-
688819,016007,80290132,天能股份,电力行业,001,001,2,,2014-03-07T00:00:00,2010-12-31T00:00:00,351873006.79,3772560602.16,3378696633.65,0.692449451851413,2936726480.71,0.783760309639419,173874482.38,241104183.05,11725449.1,393863968.51,438097788.01,82471938.8,-,-,-,-,-,11889538.44,-,-,-,-,-,-,-,-,0.659128,0.461267,0.398237,-,-,2014/3/7 17:29:12,2936726480.71
600901,016058,80080370,江苏租赁,多元金融,001,001,2,shzb,2014-02-12T00:00:00,2010-12-31T00:00:00,190726072.32,329757668.41,76489241.1,0.405191539827115,-,-,-,33862708.12,-,253268427.31,254339353.78,63613281.46,-,257853483.13,-,70978316.4,0.195700229726871,17586267.82,-,70978316.4,257853483.13,-,-,-,-,-,0.639423,0.726329,0.730118,-,-,2020/9/24 16:23:23,-
300498,016009,80060671,温氏股份,农牧饲渔,001,001,2,cyb,2014-01-28T00:00:00,2010-12-31T00:00:00,1920152777.03,21823071492.08,19776599497.32,0.254421676869167,18462336704.63,0.255697055405788,259082664.03,954317606.54,96812428.76,2062510462.36,2084509382.32,16738220.83,-,-,-,-,-,1455351.87,-,-,-,-,-,-,-,-,0.305136,1.094311,1.209784,-,-,2017/11/24 10:36:15,18462336704.63
603288,016012,80064560,海天味业,食品饮料,001,001,2,shzb,2014-01-15T00:00:00,2010-12-31T00:00:00,660266581.85,5515507551.31,4579333840.15,0.323330999608106,3696139678.48,0.339312713938885,584158626.91,296739605.28,-,953919815.3,972600789.6,158416532.7,-,-,-,-,-,2295929.48,-,-,-,-,-,-,-,-,0.230346,-0.089235,-0.065672,640774488.65,-0.0605837865,2018/9/6 17:07:25,3696139678.48
600909,016027,80000064,华安证券,券商信托,001,001,2,shzb,2014-01-13T00:00:00,2010-12-31T00:00:00,550844903.54,1250787848.28,-,-,-,-,-,441890941.62,-,740161722.09,740424155.08,184796546.31,-,96372162.82,-,1027143863.16,-0.212236512645266,64884585.23,-,-,-,-,-,-,-,-,-0.199742,-0.318314,-0.31769,-,-,2016/12/27 12:20:37,-
300383,016056,80198783,光环新网,电信运营,001,001,2,cyb,2014-01-10T00:00:00,2010-12-31T00:00:00,32317971.61,133645663.91,97125373.06,0.175911923961075,60310173.46,0.185731889236395,13484395.71,19241668.72,-372102.8,36554629.23,38186292.41,5868320.8,-,-,-,-,-,4276752.71,-,-,-,-,-,-,-,-,0.247992,0.369522,0.447403,30901900.28,0.5097044034,2018/4/14 13:57:56,60310173.46
002926,016027,80000048,华西证券,券商信托,001,001,2,zxb,2014-01-10T00:00:00,2010-12-31T00:00:00,1006927027.7,2253215017.64,-,-,-,-,-,860961604.55,-,1282063637.5,1298409722.44,291482694.74,-,200400866.04,-,1871541541.56,-0.153849438745729,106170194.33,-,-,-,-,-,-,-,-,-0.115582,-0.030774,-0.018994,-,-,2016/12/27 12:20:38,-
002722,016043,80198766,金轮股份,机械行业,001,001,2,zxb,2014-01-09T00:00:00,2010-12-31T00:00:00,41830992.58,349745787.97,300111565.38,0.102327201136558,205652465.43,0.0605821036321487,53009337.93,29527144.0,10936983.47,49634222.59,49277976.27,7446983.69,-,-,-,-,-,502531.0,-,-,-,-,-,-,-,-,0.197379,1.501717,1.106665,42123100.0,1.4439025435,2018/5/22 16:42:13,205652465.43
300380,016014,80198764,安硕信息,电子信息,001,001,2,cyb,2014-01-09T00:00:00,2010-12-31T00:00:00,35356185.25,106007568.01,65839592.56,0.46753865910483,35374524.2,0.971095747365436,3033636.6,24254066.94,-74716.62,40174444.73,40878950.62,5090447.02,-,-,-,-,-,1945399.13,-,-,-,-,-,-,-,-,0.666492,1.139234,1.214928,34577090.35,1.3070930892,2018/4/14 13:44:56,35374524.2
002723,016019,80198553,金莱特,家电行业,001,001,2,zxb,2014-01-09T00:00:00,2010-12-31T00:00:00,44877306.59,453194088.1,402746856.93,0.669390991770191,365543481.98,0.664642306504952,4187126.59,24106915.16,4636372.86,50578541.78,53188505.78,8311199.19,-,-,-,-,-,2381604.05,-,-,-,-,-,-,-,-,0.645158,0.473853,0.498488,42937772.77,0.4908763513,2018/4/14 13:00:54,365543481.98
002719,016012,80198781,*ST麦趣,食品饮料,001,001,2,,2014-01-09T00:00:00,2010-12-31T00:00:00,44044790.54,313799302.78,264056401.63,0.0373768712712278,192191776.48,-0.000977004374282849,32838363.57,29952634.01,4330117.46,49742901.15,50917946.25,6873155.71,-,-,-,-,-,2125838.4,-,-,-,-,-,-,-,-,0.032748,0.008854,0.111934,43060600.0,0.0275404302,2018/4/25 15:23:45,192191776.48
300381,016024,80173987,溢多利,医药制造,001,001,2,cyb,2014-01-09T00:00:00,2010-12-31T00:00:00,28184233.47,216863387.25,185037782.6,0.206544457380018,103750097.84,0.185393678287331,53473111.27,22102928.48,1711552.67,31825604.65,33599038.76,5430672.7,-,-,-,-,-,1376303.64,-,-,-,-,-,-,-,-,0.20566,0.194689,0.151028,26665007.59,0.1879677995,2018/4/14 13:50:26,103750097.84
300379,016057,80198451,东方通,软件服务,001,001,2,cyb,2014-01-09T00:00:00,2010-12-31T00:00:00,29307557.85,78481813.94,70464794.66,0.477034887947438,4322227.45,1.38050693339308,23484590.37,39264210.57,128349.4,7865359.13,31655772.25,2348214.4,-,-,-,-,-,1744914.07,-,-,-,-,-,-,-,-,0.514127,0.798927,0.839101,13882631.56,0.5418359069,2018/4/14 13:39:55,4322227.45
002725,016035,80198907,跃岭股份,汽车行业,001,001,2,zxb,2014-01-09T00:00:00,2010-12-31T00:00:00,51078225.44,697588587.25,637410901.31,0.484380069476811,562716930.22,0.478223565264075,10889206.93,52481101.98,8729364.2,62627500.13,60978269.42,9879235.34,-,-,-,-,-,2854353.79,-,-,-,-,-,-,-,-,0.459835,0.288568,0.197314,59103403.47,0.5004347621,2018/4/12 17:51:13,562716930.22
603005,016022,80198909,晶方科技,电子元件,001,001,2,shzb,2014-01-09T00:00:00,2010-12-31T00:00:00,90742369.33,270679985.18,176755846.38,0.860544770331634,127740605.25,0.703571498586365,2564081.56,45405495.95,260879.13,93924138.8,100431060.47,9688691.14,-,-,-,-,-,752999.69,-,-,-,-,-,-,-,-,0.949459,1.142108,0.782506,84951200.0,1.1305391354,2018/4/14 15:49:35,127740605.25
002721,016054,80198918,金一文化,珠宝首饰,001,001,2,zxb,2014-01-09T00:00:00,2010-12-31T00:00:00,45455024.92,2232693202.95,2177611685.0,1.28787907571985,1972550131.05,1.29387269861519,122321298.52,73509141.21,4630969.77,55276270.56,62872236.55,20721259.89,-,-,-,-,-,3903805.06,-,-,-,-,-,-,-,-,1.294551,1.712492,1.608073,61338600.0,3.1529451235,2018/4/14 12:39:54,1972550131.05
002720,016010,80145532,宏良股份,纺织服装,001,001,2,zxb,2014-01-09T00:00:00,2010-12-31T00:00:00,47111712.97,473398452.25,428001039.03,0.386641501348275,389398028.83,0.390224665027947,3777309.46,15674404.12,10484834.92,45397413.22,44862657.05,-2249055.92,-,-,-,-,-,1012455.72,-,-,-,-,-,-,-,-,0.391177,0.43544,0.467805,47646469.14,0.5067110328,2018/4/13 20:44:28,389398028.83
300382,016043,80198867,斯莱克,机械行业,001,001,2,cyb,2014-01-09T00:00:00,2010-12-31T00:00:00,36667640.2,87099076.01,48233420.04,-0.0302449628868331,34860533.9,-0.115511682526153,2780858.27,9935466.4,322408.51,38865655.97,41948827.89,5292024.6,-,-,-,-,-,71401.35,-,-,-,-,-,-,-,-,0.129086,0.36183,0.372979,33945860.92,0.3191595621,2018/4/14 11:43:52,34860533.9
002718,016030,80198732,友邦吊顶,木业家具,001,001,2,zxb,2014-01-09T00:00:00,2010-12-31T00:00:00,55877293.03,200187868.29,138117639.25,0.342821648728769,94908437.56,0.342582381287734,16074136.3,25302223.23,-221687.4,62179579.73,65002246.85,9124953.82,-,-,-,-,-,1645410.89,-,-,-,-,-,-,-,-,0.494444,0.999443,1.071502,53417354.57,0.9823961514,2018/4/12 21:04:43,94908437.56
002714,016009,80198868,牧原股份,农牧饲渔,001,001,2,zxb,2014-01-09T00:00:00,2010-12-31T00:00:00,85609479.57,444517659.15,385366763.56,0.117146869869684,347132615.7,0.11970454042283,1912368.42,21544165.04,15151457.56,68440239.75,85609479.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03686,-0.176046,-0.092685,70920239.75,-0.1726944004,2018/4/13 20:29:58,347132615.7
300377,016057,80198507,赢时胜,软件服务,001,001,2,cyb,2014-01-08T00:00:00,2010-12-31T00:00:00,31537773.93,101609541.03,65078274.16,0.51338562505211,16066764.34,0.282440539602765,4292464.7,40538605.28,-406777.78,36531266.87,36947610.17,5409836.24,-,-,-,-,-,3203926.03,-,-,-,-,-,-,-,-,0.442798,0.301156,0.228473,31207480.79,0.2589828635,2018/4/13 19:31:26,16066764.34
002716,016052,80198882,*ST金贵,贵金属,001,001,2,,2014-01-08T00:00:00,2010-12-31T00:00:00,127665930.54,1569126357.15,1447360572.93,0.929170854753624,1291136313.7,0.883772591858953,5273563.23,84428979.49,57988259.74,121539773.7,151821783.39,24155852.85,-,-,-,-,-,8118143.65,-,-,-,-,-,-,-,-,0.94947,1.224008,1.03522,136471667.04,1.1625391103,2018/4/14 12:22:53,1291136313.7
603688,016040,80198762,石英股份,材料行业,001,001,2,shzb,2014-01-08T00:00:00,2010-12-31T00:00:00,90316482.3,343088935.68,225345918.08,0.719302075152223,150656539.92,0.510161658456196,10530230.49,63725895.04,496521.11,118935439.04,128618524.48,22623735.74,-,-,-,-,-,793251.02,-,-,-,-,-,-,-,-,1.161842,3.423467,1.702335,107616412.4,3.9752120243,2018/4/12 1:40:13,150656539.92
601225,016011,80139859,陕西煤业,煤炭采选,001,001,2,shzb,2014-01-08T00:00:00,2010-12-31T00:00:00,5469545636.24,31737455934.84,22688630293.84,0.565327991531347,16784605099.31,0.646203481943023,760723290.13,4279534864.39,254847457.35,9706257891.5,9646923105.52,1387425678.72,-,-,-,-,-,528163395.41,-,-,-,-,-,-,-,-,0.811703,1.947418,1.492735,5554791700.0,1.5417223941,2018/4/14 15:26:29,16784605099.31
002715,016035,80198667,登云股份,汽车行业,001,001,2,zxb,2014-01-08T00:00:00,2010-12-31T00:00:00,34074465.31,272202983.06,233811566.53,0.410021147702968,170049086.24,0.365087248337326,12834843.67,37157055.47,11626617.16,38613233.58,40885811.86,6811346.55,-,-,-,-,-,339348.28,-,-,-,-,-,-,-,-,0.446441,0.709852,0.45684,32173700.0,0.7257235727,2018/4/14 13:38:25,170049086.24
300378,016057,80168755,鼎捷软件,软件服务,001,001,2,cyb,2014-01-08T00:00:00,2010-12-31T00:00:00,50372466.74,719106446.64,672385536.72,0.240392730115933,151953912.83,0.224911834315616,296838563.02,186860018.65,14330172.98,46642160.21,60054790.95,8047853.3,-,-,-,-,-,7302847.99,-,-,-,-,-,-,-,-,0.269439,0.528894,0.327647,45185000.0,17.1414863291,2018/4/15 13:13:45,151953912.83
002717,016048,80180099,岭南股份,环保工程,001,001,2,zxb,2014-01-08T00:00:00,2010-12-31T00:00:00,61228120.9,492411479.0,408799468.38,0.547227241932129,343640080.1,0.569624601840015,-,42515323.44,3343953.97,83550178.13,82497010.68,21385504.32,-,-,-,-,-,18250681.86,-,-,-,-,-,-,-,-,0.572081,0.704811,0.730722,61238056.08,0.8265216201,2018/6/19 15:34:07,343640080.1
002713,016045,80198530,东易日盛,装修装饰,001,001,2,zxb,2014-01-07T00:00:00,2010-12-31T00:00:00,39168845.42,1087896241.85,1030662152.91,0.22713596511053,698607889.7,0.239897886589424,220545446.34,79077544.96,-3471877.46,56735952.89,61065709.51,21896864.09,-,-,-,-,-,33736840.41,-,-,-,-,-,-,-,-,0.220876,0.108425,0.107163,47921126.35,-,2018/4/14 9:06:51,698607889.7
603555,016010,80198570,*ST贵人,纺织服装,001,001,2,,2014-01-07T00:00:00,2010-12-31T00:00:00,222384224.34,1534995511.42,1281236901.65,1.43349996342533,1046574683.2,1.37157794853298,169511916.16,48823989.51,14636406.8,253758609.77,256270208.67,33885984.33,-,-,-,-,-,1326753.52,-,-,-,-,-,-,-,-,1.537889,2.238446,1.804763,220186575.3,1.7890052077,2018/4/12 15:05:33,1046574683.2
300376,016020,80083683,易事特,输配电气,001,001,2,cyb,2014-01-07T00:00:00,2010-12-31T00:00:00,83232634.38,600922737.64,499526612.76,0.284496939794954,385948952.07,0.240183509028269,67381736.15,42185593.72,-471491.94,103528517.56,118279634.15,35001935.54,-,-,-,-,-,4362918.37,-,-,-,-,-,-,-,-,0.271441,0.154596,-0.464917,87399800.0,0.2427701609,2018/4/14 12:42:24,385948952.07
300375,016035,80169462,鹏翎股份,汽车行业,001,001,2,cyb,2014-01-07T00:00:00,2010-12-31T00:00:00,63952556.18,576186483.5,503934263.62,0.491679325099124,422686767.0,0.527595864740135,28377956.4,45788262.24,3977106.69,72252219.88,74565061.33,10612505.15,-,-,-,-,-,2858956.86,-,-,-,-,-,-,-,-,0.443027,0.175598,0.161515,61986640.95,0.1754119638,2018/4/14 13:28:25,422686767.0
300367,016055,80127964,ST网力,安防设备,001,001,2,,2014-01-06T00:00:00,2010-12-31T00:00:00,35818010.33,117287995.01,91384611.65,0.807566480162061,46203054.03,0.917151056114846,12553853.93,29567092.21,361199.27,25903383.36,38604449.29,2786438.96,-,-,-,-,-,2294625.25,-,-,-,-,-,-,-,-,0.760472,0.612276,0.579696,33635200.0,0.6793249788,2018/4/14 13:44:56,46203054.03
300369,016057,80198581,绿盟科技,软件服务,001,001,2,cyb,2014-01-06T00:00:00,2010-12-31T00:00:00,65744874.79,296495545.96,246089567.18,0.233108974096568,61151551.02,0.351577922549244,93496787.48,88510420.39,-596337.47,50405978.78,77398094.18,11653219.39,-,-,-,-,-,4171751.07,-,-,-,-,-,-,-,-,0.304009,0.812903,0.729684,65374400.0,0.7213346798,2018/4/14 15:02:28,61151551.02
300371,016021,80194511,汇中股份,仪器仪表,001,001,2,cyb,2014-01-06T00:00:00,2010-12-31T00:00:00,36139817.22,101151289.9,65769006.38,1.04575658444294,38931592.4,2.13329211195931,12788363.25,12774409.09,142873.18,35402808.04,41851100.76,5711283.54,-,-,-,-,-,1058071.5,-,-,-,-,-,-,-,-,1.139437,1.191379,0.764993,35727762.64,1.0286486487,2018/4/14 14:48:57,38931592.4
002711,016003,80198377,*ST欧浦,交运物流,001,001,2,,2014-01-06T00:00:00,2010-12-31T00:00:00,74054507.43,309337208.58,225613637.94,0.103546435919535,185719183.69,0.0951448445919738,1387276.77,17805452.78,14693178.9,84761883.07,87073326.88,13018819.45,-,-,-,-,-,6036501.53,-,-,-,-,-,-,-,-,0.228166,0.787279,0.780414,71589700.0,0.776745969,2018/4/13 17:23:22,185719183.69
300366,016014,80171552,创意信息,电子信息,001,001,2,cyb,2014-01-06T00:00:00,2010-12-31T00:00:00,24735579.26,179744788.3,152572582.73,0.186600379489812,129810113.47,0.18925880153582,3089008.44,15001611.81,53297.58,27705797.57,28907332.88,4171753.62,-,-,-,-,-,4184801.22,-,-,-,-,-,-,-,-,0.215715,0.141722,0.143893,23180682.25,0.3742160738,2018/6/19 15:35:07,129810113.47
300370,016021,80125235,安控科技,仪器仪表,001,001,2,cyb,2014-01-06T00:00:00,2010-12-31T00:00:00,35568704.07,157345666.3,121259401.07,0.325790839158499,75351443.29,0.412520021937832,5240763.58,33972219.01,1514303.56,36086265.23,40651042.85,5364177.3,-,-,-,-,-,3272022.91,-,-,-,-,-,-,-,-,0.398847,0.716719,0.657394,34542578.4,0.6867144388,2020/9/17 16:54:18,75351443.29
002710,016024,80132836,慈铭体检,医药制造,001,001,2,zxb,2014-01-06T00:00:00,2010-12-31T00:00:00,36004386.24,449387408.87,406504123.3,0.308443188199799,262842113.54,0.381328540769078,64569950.38,72727848.43,191383.47,42880495.13,45468534.5,8409330.25,-,-,-,-,-,1196532.87,-,-,-,-,-,-,-,-,0.326543,0.526644,1.14196,33778900.0,0.5792133597,2018/4/13 17:41:23,262842113.54
300368,016061,80198919,汇金股份,专用设备,001,001,2,cyb,2014-01-06T00:00:00,2010-12-31T00:00:00,33081089.85,128851539.9,92392879.2,0.882599542848411,57219551.67,0.960987305322068,17189597.86,17046605.65,-2081164.15,36458660.7,39457219.92,5889423.47,-,-,-,-,-,1734315.66,-,-,-,-,-,-,-,-,0.692752,0.323609,0.214583,31392896.39,0.1407242374,2018/4/14 14:13:56,57219551.67
002712,016039,80198675,思美传媒,文化传媒,001,001,2,zxb,2014-01-06T00:00:00,2010-12-31T00:00:00,70233563.83,1056628649.89,974052300.45,0.29644614973899,912610814.39,0.330303055542126,14231581.05,38622500.89,162926.56,82576349.44,83382534.07,13148970.24,-,-,-,-,-,8288545.27,-,-,-,-,-,-,-,-,0.320587,0.692286,0.709049,69465893.25,0.269206817,2018/4/14 13:20:25,912610814.39
300373,016022,80095983,扬杰科技,电子元件,001,001,2,cyb,2014-01-06T00:00:00,2010-12-31T00:00:00,45288282.78,356255604.87,307459171.0,0.77824633564673,267419312.36,0.778046264946475,7778862.94,29766800.5,2214710.41,48753306.62,54153070.2,8111440.61,-,-,-,-,-,80802.62,-,-,-,-,-,-,-,-,0.869803,1.756464,2.25293,40484524.11,2.0828552268,2018/4/14 13:57:26,267419312.36
