scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,netoperatecashflow,netoperatecashflow_zb,salegoodsservicerec,salegoodsservicerec_zb,employeepay,employeepay_zb,netinvcashflow,netinvcashflow_zb,invincomerec,invincomerec_zb,buyfilassetpay,buyfilassetpay_zb,netfinacashflow,netfinacashflow_zb,nicashequi,nicashequi_tb,niclientdeposit,niclientdeposit_zb,niloanadvances,niloanadvances_zb,intandcommrec,intandcommrec_zb,agentuwsecurityrec,invpay,invpay_zb,cashequibeginning,cashequibeginning_zb,cashequiending,cashequiending_zb,premiumrec,premiumrec_zb,indemnitypay,indemnitypay_zb,eutime,nideposit,nideposit_zb
688566,016024,80994700,吉贝尔,医药制造,001,001,2,,2020-05-12T00:00:00,2016-12-31T00:00:00,39287947.93,147.029735426212,464147549.36,1737.00829329941,105067404.93,393.20029583374,-25878469.32,-96.8466081286355,253726.03,0.949534730806266,46685288.25,174.713263006861,-13676689.51,-51.1831272975766,-267210.9,-,-,-,-,-,-,-,-,-,-,133238555.59,498.626948189613,132971344.69,497.626948189613,-,-,-,-,2020/5/11 20:30:46,-,-
601778,016007,80318588,晶科科技,电力行业,001,001,2,shzb,2020-04-30T00:00:00,2016-12-31T00:00:00,669586860.69,20.1187781009387,1762268216.44,52.9500880055469,123963655.26,3.72468072355418,-2905228472.39,-87.2921056251192,316849.32,0.00952023036106825,3122609203.51,93.8236476095547,2202832906.71,66.1875389816862,-33281686.26,-1.04133985021604,-,-,-,-,-,-,-,-,-,1290124349.06,38.7637915633665,1256842662.8,37.7637915633665,-,-,-,-,2020/4/30 0:37:16,-,-
000009,016042,10000598,中国宝安,综合行业,001,001,2,szzb,2020-04-29T00:00:00,2016-12-31T00:00:00,-12161653.84,-0.00676506998342043,6654843374.95,3.70183872625654,854364011.14,0.475250521246368,-2769165691.92,-1.54038257855279,36561754.68,0.020337927092887,945058924.48,0.525700685669511,938029980.94,0.521790749111277,-1797712938.64,-2.04726659315573,-,-,-,-,34789173.23,0.0193519067934832,-,8462907448.2,4.7075966725824,3629441899.13,2.01892183180021,1831728960.49,1.01892183180021,-,-,-,-,2020/5/11 16:16:37,-,-
002426,016059,80142478,*ST胜利,金属制品,001,001,2,,2020-04-29T00:00:00,2016-12-31T00:00:00,-149992232.01,-0.0566585509200889,14457968429.59,5.46139976378476,847529343.55,0.320148475853041,-1534024117.25,-0.579467232370133,203801.12,7.69844943324886e-05,1529470722.58,0.577747218337992,4318621183.02,1.63132993571561,2647300885.29,22.8062683931376,-,-,-,-,-,-,-,16968009.95,0.00640955096728313,1199269914.4,0.453016096909825,3846570799.69,1.45301609690982,-,-,-,-,2020/4/29 13:11:46,-,-
688599,016022,80149539,天合光能,电子元件,001,001,2,,2020-04-29T00:00:00,2016-12-31T00:00:00,434144400.0,0.256042011837356,24257877600.0,14.3063823548302,1654243900.0,0.975610732801513,-1447404000.0,-0.853624351947038,17700.0,1.04387931976577e-05,1403930000.0,0.827985024519074,2255201000.0,1.33003259085598,1695598300.0,-,-,-,-,-,-,-,-,86725300.0,0.0511473147855834,3048349600.0,1.79780175528603,4743948000.0,2.79780181426226,-,-,-,-,2020/4/29 20:05:06,-,-
688520,016024,80335531,神州细胞,医药制造,001,001,2,,2020-04-29T00:00:00,2016-12-31T00:00:00,-40279331.0,-0.445236976231843,92049056.0,1.01748570149876,47103615.0,0.520670790490261,-125940242.0,-1.39210982759338,1254719.0,0.0138693290010363,137206360.0,1.51664248957307,75346326.0,0.832858181244835,-90467174.0,-,-,-,-,-,-,-,-,111500000.0,1.23249124594077,132716476.0,1.46701250997406,42249302.0,0.46701250997406,-,-,-,-,2020/4/30 8:22:35,-,-
002267,016006,80030373,陕天然气,公用事业,001,001,2,zxb,2020-04-28T00:00:00,2016-12-31T00:00:00,1000276888.25,6.06653332741383,8116118720.77,49.2230754175865,315361544.38,1.91262173668039,-683909581.72,-4.14781179009415,35790356.17,0.217063286231852,844919079.48,5.12431089315758,-481250843.11,-2.918716120374,-164884429.75,0.286262390286756,-,-,-,-,-,-,-,20000000.0,0.121297080811841,1048381274.01,6.35827940576057,883496844.26,5.35827940576057,-,-,-,-,2020/5/12 13:34:59,-,-
002137,016022,80095868,麦达数字,电子元件,001,001,2,zxb,2020-04-28T00:00:00,2016-12-31T00:00:00,34836526.01,0.511915068581695,758763675.16,11.149864906028,109915914.99,1.61519013532445,-394437869.22,-5.79617751824658,14483670.95,0.212834351093321,11568193.99,0.169992060002116,425869421.48,6.25805724833758,68051378.34,1.58427966864633,-,-,-,-,-,-,-,169942198.0,2.4972631289102,52845933.53,0.776559341178511,120897311.87,1.77655934117851,-,-,-,-,2020/7/13 9:43:23,-,-
688312,016061,81004044,燕麦科技,专用设备,001,001,2,,2020-04-28T00:00:00,2016-12-31T00:00:00,109973513.18,1.597393192612,284844079.29,4.13743255131753,53929166.48,0.783334831518851,1380551.24,0.0200528571749685,1511393.87,0.0219533795864274,1483574.28,0.0215492929804596,-49899385.0,-0.724801232675556,68845612.77,-,-,-,-,-,-,-,-,342571427.0,4.97593692926324,55651872.6,0.808357575172179,124497485.37,1.80835757517218,-,-,-,-,2020/4/29 1:57:12,-,-
688518,016061,80203844,联赢激光,专用设备,001,001,2,,2020-04-27T00:00:00,2016-12-31T00:00:00,-58808694.68,-0.811154106287383,428659420.85,5.91254152661035,84401584.59,1.16415935245411,-8800740.84,-0.121389483469778,1516434.56,0.0209163309431254,10358175.4,0.142871331442974,-5641884.22,-0.0778190636121595,-72500027.09,-1.80716713920407,-,-,-,-,-,-,-,-,-,132265703.17,1.82435384480351,59765676.08,0.824353844803508,-,-,-,-,2020/4/29 8:31:50,-,-
688365,016057,80995284,光云科技,软件服务,001,001,2,,2020-04-24T00:00:00,2016-12-31T00:00:00,69211029.93,3.01968733941052,262183548.98,11.4391065160764,65026905.72,2.8371333893214,-159195370.58,-6.9457172580641,-,-,3273026.58,0.142802627488369,112904273.13,4.92602991865358,22919932.48,-,-,-,-,-,-,-,-,339840000.0,14.8272688105231,3943581.45,0.17205903435541,26863513.93,1.17205903435541,-,-,-,-,2020/4/23 19:20:25,-,-
600918,016027,80000157,中泰证券,券商信托,001,001,2,shzb,2020-04-21T00:00:00,2016-12-31T00:00:00,-2321738818.57,-0.210866057639291,-,-,3250979987.74,0.29526203722656,-4721295279.71,-0.428799705901729,556220236.69,0.050517296584744,486047688.47,0.0441440523251816,-4030039944.42,-0.366018187925255,-11010490946.54,-1.6195558887354,-,-,-,-,9614623799.94,0.87322389588462,-,4762604308.02,0.432551493947382,54914406964.47,4.98746216050671,43903916017.93,3.98746216050671,-,-,-,-,2020/4/21 1:54:48,-,-
688339,016022,80452883,亿华通,电子元件,001,001,2,,2020-04-21T00:00:00,2016-12-31T00:00:00,-80633535.89,-2.00427551384566,30651955.5,0.761903384020592,22984267.93,0.571310744435309,-30332350.66,-0.753959094490831,-,-,24845794.66,0.617581968959036,151194490.15,3.75818089943896,40230764.35,0.556120838298388,-,-,-,-,-,-,-,5555556.0,0.138092230902394,30482026.26,0.757679520946015,70712790.61,1.75767952094601,-,-,-,-,2020/4/21 17:24:33,-,-
688558,016043,80635530,国盛智科,机械行业,001,001,2,,2020-04-20T00:00:00,2016-12-31T00:00:00,60710539.03,2.37266709422965,260538892.02,10.1822857404945,54135107.1,2.1156884671259,-59816870.3,-2.33774105959561,-,-,11710693.96,0.457673060615649,-26603255.66,-1.0396987131455,-25587466.18,-1.5101212141015,-,-,-,-,-,-,-,720000.0,0.028138776811077,63082794.64,2.46537872082495,37495328.46,1.46537872082495,-,-,-,-,2020/4/20 17:52:32,-,-
688126,016022,80519059,沪硅产业,电子元件,001,001,2,,2020-04-15T00:00:00,2016-12-31T00:00:00,154420303.4,0.439637122105092,277728509.64,0.790697596211729,95623312.92,0.272241131332368,-1977642032.41,-5.6303791181568,148102.74,0.000421650916076873,285030777.64,0.811487272294959,1471491831.38,4.18936124139913,-351244914.58,-,-,-,-,-,-,-,-,-,-,940058363.33,2.67636149110962,588813448.75,1.67636149110962,-,-,-,-,2020/4/14 19:35:40,-,-
688567,016035,80979543,孚能科技,汽车行业,001,001,2,,2020-04-10T00:00:00,2016-12-31T00:00:00,-38052221.21,-0.13815022343685,367824676.65,1.33540328656112,61690829.47,0.223971205997441,-346048041.9,-1.2563422787999,-,-,341938041.9,1.24142074727637,660003034.56,2.39616936394508,275440895.16,-,-,-,-,-,-,-,-,4110000.0,0.0149215315235327,46389814.39,0.168420213574505,321830709.55,1.1684202135745,-,-,-,-,2020/4/12 14:39:20,-,-
688135,016022,80431439,利扬芯片,电子元件,001,001,2,,2020-04-10T00:00:00,2016-12-31T00:00:00,31687077.8,0.720782498284183,95320413.92,2.16824304583681,30364274.09,0.690692826751474,-83614280.26,-1.90196490185777,-,-,83614280.26,1.90196490185777,95886658.43,2.18112334786824,43962052.18,6.18890457980673,-,-,-,-,-,-,-,-,-,11882456.07,0.270288930583768,55844508.25,1.27028893058377,-,-,-,-,2020/4/10 19:20:01,-,-
688179,016040,80373048,阿拉丁,材料行业,001,001,2,,2020-04-08T00:00:00,2016-12-31T00:00:00,31313663.92,1.11149121319265,120927639.76,4.29237566605927,26211443.5,0.930385828045433,-50388418.63,-1.78855737536822,158082.19,0.00561119151039451,49366734.01,1.75229226500984,-10303285.12,-0.36571928814067,-28172659.89,-1.53688655139091,-,-,-,-,-,-,-,-,-,110150517.32,3.90983732988231,81977857.43,2.90983732988231,-,-,-,-,2020/4/8 21:05:08,-,-
603682,016017,80280134,锦和商业,房地产,001,001,2,shzb,2020-04-08T00:00:00,2016-12-31T00:00:00,120140876.22,3.7330419983871,555423567.89,17.2582352573371,46070686.2,1.43151783048576,-158906320.81,-4.93756986012519,532349.91,0.0165412858170645,179569050.64,5.57960644820091,70948547.88,2.2045278617381,32183103.29,6.53739355149115,-,-,-,-,-,-,-,476600000.0,14.8090131553004,27823784.79,0.864546359599991,60006888.08,1.86454635959999,-,-,-,-,2020/4/8 0:09:08,-,-
688180,016024,80436905,君实生物,医药制造,001,001,2,,2020-04-07T00:00:00,2016-12-31T00:00:00,-184527227.1,-0.730682242021226,6735840.92,0.0266722663244524,30808078.99,0.121992383360213,-717856378.07,-2.84253395025099,14817412.24,0.0586732926442807,199789217.67,0.7911159550437,646286621.98,2.55913539350351,-252541004.13,-1.75580295355524,-,-,-,-,-,-,-,1149824935.61,4.5530227440535,363928082.1,1.44106531671451,111387077.97,0.441065316714515,-,-,-,-,2020/4/8 17:20:42,-,-
688057,016048,80372518,金达莱,环保工程,001,001,2,,2020-03-31T00:00:00,2016-12-31T00:00:00,-7390747.48,-0.241508893010422,276914171.28,9.04877823869734,42332976.35,1.38332290256044,-19512908.81,-0.637627116725196,-,-,16912908.81,0.552666410987879,57506020.47,1.87913541664454,30602382.33,-0.413317757513797,-,-,-,-,-,-,-,2600000.0,0.084960705737317,175007576.77,5.7187566275988,205609959.1,6.7187566275988,-,-,-,-,2020/3/31 20:08:49,-,-
003035,016048,80312513,南网能源,环保工程,001,001,2,zxb,2020-03-27T00:00:00,2016-12-31T00:00:00,250348825.72,3.28646926626968,656246845.84,8.61491993715902,101987542.95,1.33884760387257,-808833181.99,-10.6180062419078,1913114.81,0.0251145297279821,1005736150.85,13.2028618078748,634659973.76,8.33153697563811,76175617.49,-,-,-,-,-,-,-,-,126943027.26,1.66645222503992,20478921.15,0.268838269052278,96654538.64,1.26883826905228,-,-,-,-,2020/3/27 18:49:28,-,-
605303,016046,80463423,园林股份,园林工程,001,001,2,shzb,2020-03-27T00:00:00,2016-12-31T00:00:00,-111302251.68,-1.5436228370943,666148528.64,9.23864581519732,39523179.85,0.548137006126786,-5957777.35,-0.0826269103901309,-,-,2471858.76,0.0342815852726655,45155465.01,0.626249747484431,-72104564.02,-2.86264066786514,-,-,-,-,-,-,-,3500000.0,0.0485406166387635,135020931.84,1.87257122590116,62916367.82,0.872571225901159,-,-,-,-,2020/3/27 18:26:01,-,-
688777,016057,81019831,中控技术,软件服务,001,001,2,,2020-03-25T00:00:00,2016-12-31T00:00:00,210055041.95,3.35909729473635,1086803376.02,17.3796270082776,432815076.88,6.92136661120841,-199492367.07,-3.19018417422656,661316.41,0.0105754479548485,32154040.54,0.514191659434037,54667402.99,0.874214319205351,62533181.84,-,-,-,-,-,-,-,-,25630040.0,0.40986303984304,53555574.98,0.856434510513626,116088756.82,1.85643451051363,-,-,-,-,2020/3/25 17:20:17,-,-
600717,016016,10000524,天津港,港口水运,001,001,2,shzb,2020-03-25T00:00:00,2016-12-31T00:00:00,2355866117.07,5.80126081314645,12482058001.16,30.7367525789663,1955272864.17,4.81481004532865,-473190505.8,-1.165219669556,244990505.13,0.603282931362519,684551218.07,1.6856900853603,-2320914904.28,-5.7151943343846,-406095535.6,-1.24815653664511,-,-,-,-,-,-,-,36220000.0,0.0891908352217798,5748683335.23,14.1559875233211,5342587799.63,13.1559875233211,-,-,-,-,2020/3/24 21:46:46,-,-
688095,016057,80404742,福昕软件,软件服务,001,001,2,,2020-03-23T00:00:00,2016-12-31T00:00:00,2277481.17,0.0401820488577969,161821942.87,2.85505641070391,83684731.3,1.4764661969733,-52305798.13,-0.922841498621795,963713.4,0.0170029853303742,13616371.04,0.240236316155874,104770412.3,1.84848501991791,56679070.25,0.414290725757179,-,-,-,-,-,-,-,16797312.82,0.296358298502612,69711152.72,1.22992759783317,126390222.97,2.22992759783317,-,-,-,-,2020/3/23 17:32:32,-,-
688330,016020,80982715,宏力达,输配电气,001,001,2,,2020-03-23T00:00:00,2016-12-31T00:00:00,24834909.45,0.645790290983721,283503099.34,7.3720240207103,39634661.84,1.03063310354429,-3426892.74,-0.0891106152084078,-,-,4966643.57,0.129149260750887,17048599.62,0.443320324224687,38456616.33,-,-,-,-,-,-,-,-,-,-,19723276.31,0.512870818918457,58179892.64,1.51287081891846,-,-,-,-,2020/3/23 17:35:32,-,-
601686,016059,81018317,友发集团,金属制品,001,001,2,shzb,2020-03-20T00:00:00,2016-12-31T00:00:00,321527289.33,2.03704374693382,22999061546.24,145.711098444368,602552338.32,3.81748459215647,-322733218.61,-2.04468394041223,18077107.79,0.114527943998166,213887716.19,1.35509068520655,-156634220.11,-0.992359806521595,-157840149.39,-,-,-,-,-,-,-,-,111950000.0,0.709261873057329,428903662.67,2.71732930010248,271063513.28,1.71732930010248,-,-,-,-,2020/3/20 21:44:28,-,-
002815,016022,80198741,崇达技术,电子元件,001,001,2,zxb,2020-03-19T00:00:00,2016-12-31T00:00:00,453593261.81,24.3582940629708,2052235836.8,110.206584198071,423990147.71,22.7685849135224,-1141262434.89,-61.2866379036228,-,-,721739675.35,38.7579550431072,661507467.21,35.5234408616538,-18621717.13,-1.95959022652907,-,-,-,-,-,-,-,420000000.0,22.554311026633,157979368.92,8.48360910098305,139357651.79,7.48360910098305,-,-,-,-,2020/3/18 20:53:29,-,-
688051,016057,80995295,佳华科技,软件服务,001,001,2,,2020-03-16T00:00:00,2016-12-31T00:00:00,41905464.62,2.04610368571935,209695142.81,10.2387125037676,38086262.64,1.85962482625206,-49492266.94,-2.416541869153,75000.0,0.0036619991645603,48579148.62,2.37195735548654,28067418.68,1.37043818343366,20480616.36,-,-,-,-,-,-,-,-,-,-,42214880.23,2.06121141512364,62695496.59,3.06121141512364,-,-,-,-,2020/3/15 15:24:27,-,-
003003,016025,80466475,天元股份,造纸印刷,001,001,2,zxb,2020-03-13T00:00:00,2016-12-31T00:00:00,31837935.1,0.312687147544447,720635400.17,7.07751388370374,87235589.97,0.856759325201222,-82104790.81,-0.806368652912809,87353.95,0.000857921764286788,56095991.96,0.550930695082943,152065410.53,1.49346681276453,101820414.91,5.51206197296011,-,-,-,-,-,-,-,195216737.15,1.91726519011491,32904458.68,0.323161702975622,134724873.59,1.32316170297562,-,-,-,-,2020/3/13 17:48:19,-,-
003010,016014,80455880,若羽臣,电子信息,001,001,2,zxb,2020-03-13T00:00:00,2016-12-31T00:00:00,-26797000.0,-1.30690297597565,452194000.0,22.0537255781742,56299200.0,2.7457398971918,14647600.0,0.714370714292682,60700.0,0.00296036909511222,417100.0,0.0203421737985388,32602800.0,1.59005472049629,20504200.0,0.0620684719110624,-,-,-,-,-,-,-,-,-,28747000.0,1.40200544278733,49251200.0,2.40200544278733,-,-,-,-,2020/3/13 18:14:19,-,-
300147,016024,80159907,香雪制药,医药制造,001,001,2,cyb,2020-03-12T00:00:00,2016-12-31T00:00:00,198481275.01,1.32868953306447,2172669719.6,14.5444627715798,212331795.92,1.42140881935322,-2569662566.63,-17.2020446544232,4148260.32,0.0277696224358342,1966047349.05,13.1612744530197,2221094469.44,14.8686316799589,-149381228.7,-1.4453184155637,-,-,-,-,-,-,-,183000000.0,1.22505351972647,630291992.36,4.2193520420548,480910763.66,3.2193520420548,-,-,-,-,2020/3/12 18:44:49,-,-
300898,016012,80406511,熊猫乳品,食品饮料,001,001,2,cyb,2020-03-06T00:00:00,2016-12-31T00:00:00,82810704.9,0.821164720365393,491067523.18,4.86950721938162,23549275.63,0.233518533151823,-85073794.76,-0.843605895745953,591702.61,0.00586742147487895,63040045.5,0.625115574095653,103087204.12,1.02222985840627,100845424.61,4.68341756613578,-,-,-,-,-,-,-,3000000.0,0.0297484988694521,44531245.35,0.441579233983256,145376669.96,1.44157923398326,-,-,-,-,2020/3/6 20:56:01,-,-
603822,016041,80168123,嘉澳环保,化工行业,001,001,2,shzb,2020-03-05T00:00:00,2016-12-31T00:00:00,50064904.8,2.2763012760946,428164472.99,19.4673562276605,19454080.24,0.884518763242686,-173078558.94,-7.86936370205056,-,-,21350332.94,0.970735694205627,144337076.59,6.56257458077862,21993971.24,0.260972151334569,-,-,-,-,-,-,-,160000000.0,7.27472079753433,92474517.61,4.20453935312139,114468488.85,5.20453935312139,-,-,-,-,2020/3/4 19:52:31,-,-
300819,016010,80922527,聚杰微纤,纺织服装,001,001,2,cyb,2020-03-02T00:00:00,2016-12-31T00:00:00,112346711.04,12.5172003640369,443506290.94,49.4136148269644,57917095.5,6.45288039289771,-40034220.97,-4.46044535403622,7263.1,0.000809224205341156,51922632.12,5.78500237041046,-65487923.21,-7.2963903318218,8975386.49,-0.456652748757709,-,-,-,-,-,-,-,-,-,22666453.2,2.52540135461064,31641839.69,3.52540135461064,-,-,-,-,2020/3/2 1:15:16,-,-
