scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,netoperatecashflow,netoperatecashflow_zb,salegoodsservicerec,salegoodsservicerec_zb,employeepay,employeepay_zb,netinvcashflow,netinvcashflow_zb,invincomerec,invincomerec_zb,buyfilassetpay,buyfilassetpay_zb,netfinacashflow,netfinacashflow_zb,nicashequi,nicashequi_tb,niclientdeposit,niclientdeposit_zb,niloanadvances,niloanadvances_zb,intandcommrec,intandcommrec_zb,agentuwsecurityrec,invpay,invpay_zb,cashequibeginning,cashequibeginning_zb,cashequiending,cashequiending_zb,premiumrec,premiumrec_zb,indemnitypay,indemnitypay_zb,eutime,nideposit,nideposit_zb
688665,016021,80594767,四方光电,仪器仪表,001,001,2,,2021-01-21T00:00:00,2019-12-31T00:00:00,47485213.04,4.15621832683833,211437853.23,18.5064323043391,47120585.1,4.12430369005596,-11927765.31,-1.04399651188021,37885.06,0.00331594975793268,12093077.55,1.05846572698007,-24054444.07,-2.10540323787587,11425100.73,-0.0644572549555475,-,-,-,-,-,-,-,4700000.0,0.411374928858067,16480134.72,1.44244984000242,27905235.45,2.44244984000242,-,-,-,-,2021/1/21 10:55:02,-,-
300941,016057,80423801,创识科技,软件服务,001,001,2,cyb,2021-01-21T00:00:00,2019-12-31T00:00:00,109397467.99,4.00443334524371,591335243.48,21.6454970185012,39919758.35,1.46124050590845,-68287496.37,-2.4996257459289,3647723.13,0.133522872186804,1915643.47,0.0701210615730849,-13820624.95,-0.505896273640869,27319088.26,1.19441933142764,-,-,-,-,-,-,-,1255909576.03,45.9718700740418,11897625.44,0.435505948323328,39216713.7,1.43550594832333,-,-,-,-,2021/1/21 7:16:05,-,-
002107,016024,80089643,沃华医药,医药制造,001,001,2,zxb,2021-01-21T00:00:00,2019-12-31T00:00:00,31655284.93,1.42395305101307,931229523.16,41.8895967491493,122892822.0,5.52810089125632,-35166151.56,-1.58188273828467,-,-,32228601.56,1.44974261399727,-18666472.0,-0.839675896610227,-22230567.86,-2.24365549857536,-,-,-,-,-,-,-,-,-,322749466.55,14.5182736033806,300518898.69,13.5182736033806,-,-,-,-,2021/1/20 16:56:19,-,-
688059,016059,80994791,华锐精密,金属制品,001,001,2,,2021-01-20T00:00:00,2019-12-31T00:00:00,102779726.85,2.95382631951756,205688352.0,5.91135709712964,37024995.92,1.06407567698772,-92346031.25,-2.65396830648652,-,-,92359031.25,2.65434191851421,24394716.17,0.701089182551245,34795453.67,35.6669026827357,-,-,-,-,-,-,-,-,-,20890825.07,0.60038950111496,55686278.74,1.60038950111496,-,-,-,-,2021/1/19 20:05:53,-,-
605077,016012,80122306,华康股份,食品饮料,001,001,2,shzb,2021-01-20T00:00:00,2019-12-31T00:00:00,281308013.02,8.77894673865177,1571251217.3,49.0349727390729,89963396.76,2.80754131425359,-86332809.18,-2.69423940488863,31518449.5,0.983615029216083,132206941.19,4.1258607699332,-165293156.74,-5.1584020081963,32043481.0,-0.634523070234154,-,-,-,-,-,-,-,164200000.0,5.12428721461317,110256594.22,3.44084321612873,142300075.22,4.44084321612873,-,-,-,-,2021/1/20 7:42:35,-,-
688689,016022,80646313,银河微电,电子元件,001,001,2,,2021-01-19T00:00:00,2019-12-31T00:00:00,106376790.55,1.48901110927121,459453938.94,6.43121507748925,112323025.54,1.5722436444198,-15242410.9,-0.213355930789327,-,-,18353047.15,0.256897119700969,-20675000.0,-0.28939869801498,71441233.64,8.81522938711367,-,-,-,-,-,-,-,111500000.0,1.56072332907716,117651935.22,1.64683515703075,189093168.86,2.64683515703075,-,-,-,-,2021/1/18 19:36:01,-,-
605055,016010,80994749,迎丰股份,纺织服装,001,001,2,shzb,2021-01-19T00:00:00,2019-12-31T00:00:00,137758652.65,25.8514795959262,848921851.71,159.306769526662,173655033.91,32.5877139438925,-343014531.5,-64.3693371820913,2404479.53,0.45121923242487,275052011.03,51.6156431133658,210584728.68,39.5178575861651,5328849.83,1.10177067399686,-,-,-,-,-,-,-,-,-,60087761.37,11.2759344486913,65416611.2,12.2759344486913,-,-,-,-,2021/1/19 7:40:04,-,-
605337,016012,80994739,李子园,食品饮料,001,001,2,shzb,2021-01-19T00:00:00,2019-12-31T00:00:00,151080249.36,1.40840306448092,1121134122.23,10.4514570245402,93366249.63,0.870380560364618,-118097503.23,-1.10093070511383,-,-,116995953.79,1.09066182077226,-140253351.52,-1.3074723593671,-107270605.39,-2.85154385754468,-,-,-,-,-,-,-,-,-,163327141.08,1.52257126252059,56056535.69,0.522571262520587,-,-,-,-,2021/1/19 7:16:09,-,-
300932,016022,81018318,三友联众,电子元件,001,001,2,cyb,2021-01-19T00:00:00,2019-12-31T00:00:00,82036953.78,21.5647381389983,751127022.66,197.44586806851,241694151.84,63.5332109982314,-69445623.14,-18.2549035393213,-,-,74280640.99,19.525866063262,-15712164.29,-4.1301961238031,-3804217.48,-0.598426750594568,-,-,-,-,-,-,-,6900000.0,1.81377643004784,43637216.89,11.4707471692707,39832999.41,10.4707471692707,-,-,-,-,2021/1/18 21:08:46,-,-
600916,016054,80184473,中国黄金,珠宝首饰,001,001,2,shzb,2021-01-19T00:00:00,2019-12-31T00:00:00,505491976.96,1.41869396690173,43267794738.27,121.433696585027,199240390.97,0.559180270935632,-47053618.0,-0.132058839744515,435657.47,0.00122269917722864,46932369.4,0.131718548176784,-102130382.22,-0.286635127157215,356307976.74,3.35012126006624,-,-,-,-,-,-,-,-,-,2623395783.37,7.36271976668181,2979703760.11,8.36271976668181,-,-,-,-,2021/1/19 7:29:34,-,-
688669,016041,80444981,聚石化学,化工行业,001,001,2,,2021-01-19T00:00:00,2019-12-31T00:00:00,63087144.45,1.73816820635744,1151578561.19,31.7281319297897,90233538.22,2.48610186193239,-78579144.54,-2.16500163247116,-,-,58597472.13,1.6144693806835,50833080.96,1.40054595791529,36295189.51,3.52651399953554,-,-,-,-,-,-,-,-,-,88261080.88,2.43175699236072,124556270.39,3.43175699236072,-,-,-,-,2021/1/18 19:36:01,-,-
605303,016046,80463423,园林股份,园林工程,001,001,2,shzb,2021-01-19T00:00:00,2019-12-31T00:00:00,-140833068.87,-0.950813278745881,968740059.24,6.54030278093778,61618390.19,0.416007292020867,-2792699.03,-0.0188544873911384,-,-,2826796.65,0.0190846923432122,-4492766.01,-0.030332233862981,-148118533.91,-2.42832837514796,-,-,-,-,-,-,-,-,-,373650930.12,2.52264804583496,225532396.21,1.52264804583495,-,-,-,-,2021/1/19 7:32:11,-,-
688687,016024,80127739,凯因科技,医药制造,001,001,2,,2021-01-19T00:00:00,2019-12-31T00:00:00,102943711.97,1.00308749526728,803281879.77,7.8272095823288,96110251.88,0.93650199689624,-47527391.92,-0.463108737826671,-,-,49062641.92,0.47806827297106,47210532.0,0.460021242559393,102626852.05,9.15253354605629,-,-,-,-,-,-,-,-,-,255618008.76,2.49075172485523,358244860.81,3.49075172485523,-,-,-,-,2021/1/18 19:50:43,-,-
688680,016018,80393304,海优新材,塑胶制品,001,001,2,,2021-01-19T00:00:00,2019-12-31T00:00:00,-10291958.81,-0.141426369129256,591192791.84,8.12384226840093,53263821.38,0.731921785035073,-20221139.92,-0.277867649038935,580505.79,0.00797698743784717,24762358.2,0.340270542853452,103151856.75,1.4174553977926,72772559.13,16.8058930507151,-,-,-,-,-,-,-,25000000.0,0.343536084189925,5635142.26,0.0774349882341426,78407701.39,1.07743498823414,-,-,-,-,2021/1/18 19:35:11,-,-
300933,016020,81016893,中辰股份,输配电气,001,001,2,cyb,2021-01-19T00:00:00,2019-12-31T00:00:00,116222215.44,1.59438288791261,2107718249.11,28.9145228922003,70212068.42,0.963197268181396,-25651988.72,-0.351904252567012,80000.0,0.00109747203277894,25736988.72,0.353070316601839,-17675430.67,-0.242478635345602,72894796.05,-0.277998700921748,-,-,-,-,-,-,-,-,-,190833003.97,2.61792355985335,263727800.02,3.61792355985335,-,-,-,-,2021/1/18 21:06:14,-,-
605368,016006,80187274,蓝天燃气,公用事业,001,001,2,shzb,2021-01-19T00:00:00,2019-12-31T00:00:00,607426089.34,3.10744363311401,4020086335.07,20.5657806039502,93511068.36,0.4783798047211,-230933509.41,-1.18139947572634,3000000.0,0.0153472678617924,256444414.62,1.31190704094456,-181018048.11,-0.926044157387664,195474531.82,4.11996286029896,-,-,-,-,-,-,-,-,-,388048816.77,1.98516304480693,583523348.59,2.98516304480693,-,-,-,-,2021/1/19 7:45:07,-,-
000782,016026,10001080,美达股份,化纤行业,001,001,2,szzb,2021-01-19T00:00:00,2019-12-31T00:00:00,173577886.37,7.92826421607622,3517010448.37,160.64136203353,222963841.98,10.1839945560855,11585692.88,0.529182813547778,19178253.54,0.875977144599558,35177960.66,1.60677245545385,-209964412.57,-9.59023855884388,-21893554.71,-1.23910496402948,-,-,-,-,-,-,-,421000000.0,19.2294036110868,366626429.25,16.7458612411872,344732874.54,15.7458612411872,-,-,-,-,2021/1/19 14:41:14,-,-
003036,016043,80062092,泰坦股份,机械行业,001,001,2,zxb,2021-01-18T00:00:00,2019-12-31T00:00:00,99316497.74,0.950514372017614,678582652.1,6.49441510826757,41554837.9,0.39770301560789,6564082.09,0.0628219329882344,338000.0,0.00323484884236468,12906191.29,0.123519461401756,-1490566.02,-0.0142655495984175,104487107.89,0.231341036576614,-,-,-,-,-,-,-,60000000.0,0.574233522313257,209473360.96,2.00477709824762,313960468.85,3.00477709824762,-,-,-,-,2021/1/18 7:17:26,-,-
600797,016014,10000746,浙大网新,电子信息,001,001,2,shzb,2021-01-16T00:00:00,2019-12-31T00:00:00,354407167.99,1.83830741025619,4011777408.1,20.8090603230031,882907476.06,4.57963467560985,92105433.33,0.477750214747841,8142790.48,0.0422365951694576,131069472.14,0.679856401493911,-254387955.36,-1.3195084796688,192789936.01,27.8232283779006,-,-,-,-,-,-,-,334665620.14,1.735908144721,743277096.96,3.85537291179684,936067032.97,4.85537291179684,-,-,-,-,2021/1/15 19:54:59,-,-
300931,016043,80520714,通用电梯,机械行业,001,001,2,cyb,2021-01-15T00:00:00,2019-12-31T00:00:00,77208754.94,1.02868484065519,404245459.86,5.38593293966238,31890257.79,0.424887369038034,20136570.13,0.268288025776588,-,-,9863429.87,0.131414640632651,-22292983.33,-0.297018829307258,75055791.52,2.07629026021936,-,-,-,-,-,-,-,-,-,181985494.16,2.42466957545184,257041285.68,3.42466957545184,-,-,-,-,2021/1/14 20:38:01,-,-
300940,016022,80994492,南极光,电子元件,001,001,2,cyb,2021-01-15T00:00:00,2019-12-31T00:00:00,68958696.24,4.01445524150214,694917191.07,40.4548535893391,168275198.28,9.79620103893598,-33342951.04,-1.94107185704063,-,-,22456951.04,1.30733946153685,-17895573.78,-1.04179724788847,17177597.48,-0.743311579165795,-,-,-,-,-,-,-,10910000.0,0.635129564114108,72517009.17,4.2216037053163,89694606.65,5.2216037053163,-,-,-,-,2021/1/15 7:08:33,-,-
300930,016040,80994692,屹通新材,材料行业,001,001,2,cyb,2021-01-15T00:00:00,2019-12-31T00:00:00,36006570.29,5.61458658936176,287796134.41,44.8767073263101,15029365.77,2.34356326690438,-32165602.85,-5.01565578020362,1132468.95,0.176588465058681,33298071.8,5.1922442452623,-10254007.78,-1.59893080915814,-6413040.34,-1.10804110925443,-,-,-,-,-,-,-,-,-,65518254.43,10.2164107749866,59105214.09,9.21641077498664,-,-,-,-,2021/1/14 20:40:28,-,-
300929,016048,80205700,华骐环保,环保工程,001,001,2,cyb,2021-01-14T00:00:00,2019-12-31T00:00:00,98669710.34,1.73565630011649,519701717.28,9.14184866531137,44047885.65,0.774827350478599,-73028443.37,-1.28461183666266,-,-,28622615.89,0.503488085898973,31207378.89,0.548955536546179,56848645.86,1.8066397671508,-,-,-,-,-,-,-,44634401.0,0.785144488928025,33020423.07,0.580848014415659,89869068.93,1.58084801441566,-,-,-,-,2021/1/13 21:19:57,-,-
300938,016042,80374271,信测标准,综合行业,001,001,2,cyb,2021-01-14T00:00:00,2019-12-31T00:00:00,86863725.35,2.12223706015855,289131312.64,7.06399805516627,95283678.31,2.3279516567235,-109935607.99,-2.68592465459393,-,-,110092607.99,2.68976044700443,-17833041.9,-0.43569329156731,-40930265.04,-1.86826765905956,-,-,-,-,-,-,-,-,-,128321493.62,3.13512491293655,87391228.58,2.13512491293655,-,-,-,-,2021/1/14 7:28:10,-,-
300939,016022,80669978,秋田微,电子元件,001,001,2,cyb,2021-01-14T00:00:00,2019-12-31T00:00:00,149677520.14,3.10381358011933,710438998.68,14.7321402030637,198276317.92,4.11159088953726,-6735637.07,-0.139674693895695,1350693.87,0.0280088952059648,19269766.24,0.399590814208402,-96034080.15,-1.99142718188435,48223746.78,0.470864802130572,-,-,-,-,-,-,-,283000000.0,5.86847806104874,58031337.87,1.20337679555972,106255084.65,2.20337679555972,-,-,-,-,2021/1/14 7:58:40,-,-
688607,016047,81019009,康众医疗,医疗行业,001,001,2,,2021-01-13T00:00:00,2019-12-31T00:00:00,21585707.18,1.59163078037194,223630224.51,16.4894643378371,39361084.63,2.90230536917405,-75180175.08,-5.54344037622952,4013230.45,0.295917157574725,4369462.34,0.32218405892505,39313519.49,2.89879813449022,-13562006.62,0.142185619840654,-,-,-,-,-,-,-,1395240.0,0.102878581252307,107117827.0,7.89837595581413,93555820.38,6.89837595581413,-,-,-,-,2021/1/12 19:22:53,-,-
688628,016021,80319021,优利德,仪器仪表,001,001,2,,2021-01-12T00:00:00,2019-12-31T00:00:00,67863438.95,1.43150328014811,578656979.71,12.2061212539755,99166123.25,2.09179836607657,-20147551.86,-0.424990053860868,-,-,20147551.86,0.424990053860868,-393983.63,-0.00831064366020698,47407113.83,27.9034202616789,-,-,-,-,-,-,-,-,-,19536257.93,0.412095492673446,66943371.76,1.41209549267345,-,-,-,-,2021/1/11 19:34:47,-,-
688317,016047,80453302,之江生物,医疗行业,001,001,2,,2021-01-12T00:00:00,2019-12-31T00:00:00,76660805.72,3.84057354604684,259611719.79,13.0060973649417,39292969.83,1.96850971050184,-31557246.92,-1.58096339542386,-,-,23557246.92,1.18017725601652,-65712717.9,-3.29209331463806,-19960770.13,-1.34320882185766,-,-,-,-,-,-,-,8000000.0,0.400786139407338,265836430.39,13.3179445812294,245875660.26,12.3179445812294,-,-,-,-,2021/1/11 19:34:47,-,-
688656,016024,80994699,浩欧博,医药制造,001,001,2,,2021-01-08T00:00:00,2019-12-31T00:00:00,68574987.51,2.82893103833129,282920347.57,11.6713423024618,60458871.24,2.49411605606738,-33751732.53,-1.39236370604733,-,-,34799598.24,1.4355914183468,-10545539.86,-0.435036244396886,24240600.63,-0.538286220228542,-,-,-,-,-,-,-,-,-,66521804.53,2.74423086891969,90762405.16,3.74423086891969,-,-,-,-,2021/1/7 19:18:16,-,-
605398,016057,80994782,新炬网络,软件服务,001,001,2,shzb,2021-01-07T00:00:00,2019-12-31T00:00:00,109041193.16,1.22978509451231,580891533.2,6.55139336204381,226838737.93,2.5583258095403,-1160751.64,-0.0130911541219852,-,-,1161623.87,0.0131009912800527,-19216628.55,-0.216728400274317,88666868.42,1.17289290791093,-,-,-,-,-,-,-,-,-,196283386.94,2.21371737197528,284950255.36,3.21371737197528,-,-,-,-,2021/1/7 8:00:48,-,-
003035,016048,80312513,南网能源,环保工程,001,001,2,zxb,2021-01-07T00:00:00,2019-12-31T00:00:00,450449322.28,1.06884342785063,1358604495.35,3.22374885270783,177811082.39,0.421916955828877,-1335741317.72,-3.16949822796293,53931353.86,0.127970384851675,1681892070.1,3.99085800902379,1306728204.47,3.1006548001123,421436209.03,1.87044254680216,-,-,-,-,-,-,-,10736646.0,0.0254763254080897,263683777.48,0.625678980187556,685119986.51,1.62567898018756,-,-,-,-,2021/1/7 7:14:17,-,-
300936,016015,80636770,中英科技,通讯行业,001,001,2,cyb,2021-01-07T00:00:00,2019-12-31T00:00:00,4699403.41,0.139300088844752,96612395.18,2.86379228551445,15588114.93,0.462064139897112,-44455967.44,-1.31776731507955,1579436.56,0.0468177838626221,36035404.0,1.06816430529775,5166036.73,0.153132070750285,-33735824.93,-1.52101832168228,-,-,-,-,-,-,-,10000000.0,0.296420793644426,102632375.83,3.04223702971416,68896550.9,2.04223702971416,-,-,-,-,2021/1/7 7:20:17,-,-
605005,016035,80994694,合兴股份,汽车行业,001,001,2,shzb,2021-01-06T00:00:00,2019-12-31T00:00:00,311873548.53,21.7412512214083,1214174343.89,84.6422197763328,250450131.86,17.4593172805718,-132979360.2,-9.27022407317828,372313.13,0.0259546002875592,132132135.63,9.21116256474276,-165634905.65,-11.5466993329333,14344783.81,1.52316941894454,-,-,-,-,-,-,-,36513100.0,2.54539214279033,71220825.08,4.96492843833246,85565608.89,5.96492843833246,-,-,-,-,2021/1/6 6:57:56,-,-
605228,016035,80995079,神通科技,汽车行业,001,001,2,shzb,2021-01-06T00:00:00,2019-12-31T00:00:00,152245733.31,52.1754261044005,1653624058.83,566.705798646355,210984531.88,72.3055261579105,-81650717.43,-27.9821370426572,-,-,82608044.44,28.3102181230399,-73571992.16,-25.2135147359527,-2917958.6,0.934560308286698,-,-,-,-,-,-,-,-,-,154673641.62,53.0074832521613,151755683.02,52.0074832521613,-,-,-,-,2021/1/6 7:03:51,-,-
300935,016057,80393279,盈建科,软件服务,001,001,2,cyb,2021-01-06T00:00:00,2019-12-31T00:00:00,72244002.43,1.66524367476519,189381323.0,4.36529039971151,74397795.29,1.71488917911477,-421560.4,-0.00971708053290211,1093186.3,0.0251982380569078,1514746.7,0.0349153185898099,-28439000.0,-0.655526594232293,43383442.03,0.560234970625232,-,-,-,-,-,-,-,130000000.0,2.99653494321875,126680048.08,2.92000915907963,170063490.11,3.92000915907963,-,-,-,-,2021/1/6 7:15:53,-,-
688617,016047,81051468,惠泰医疗,医疗行业,001,001,2,,2021-01-04T00:00:00,2019-12-31T00:00:00,54898166.9,3.18438310164709,428489954.51,24.8546763474387,109154269.88,6.33152311099295,-68023028.85,-3.94569428861554,707673.88,0.0410488158749255,67564732.13,3.91911066272933,-3232234.48,-0.187486640080747,-17239812.28,-2.51558187172354,-,-,-,-,-,-,-,23000000.0,1.33412125529246,90757885.6,5.26443583758094,73518073.32,4.26443583758094,-,-,-,-,2021/1/3 15:29:16,-,-
300926,016035,80495752,博俊科技,汽车行业,001,001,2,cyb,2020-12-31T00:00:00,2019-12-31T00:00:00,113869989.28,3.63291968861837,451693419.71,14.4108726808499,100644671.29,3.21097780192893,-40792241.5,-1.3014398106583,255335.86,0.00814626117794172,64047577.36,2.04338040488706,-41843965.15,-1.33499410867158,31343932.44,2.38127598002218,-,-,-,-,-,-,-,387620000.0,12.366667799007,1704642.17,0.054385076705455,33048574.61,1.05438507670546,-,-,-,-,2020/12/30 21:39:22,-,-
300927,016041,80006365,江天化学,化工行业,001,001,2,cyb,2020-12-31T00:00:00,2019-12-31T00:00:00,53692240.31,11.9747863117288,435020654.33,97.0210843636557,32030072.88,7.14355139723354,-67649735.61,-15.0876760458778,-,-,67649735.61,15.0876760458778,18175196.27,4.05354833864969,4483774.4,-0.559514875572518,-,-,-,-,-,-,-,-,-,59782608.74,13.3330991719833,64266383.14,14.3330991719833,-,-,-,-,2020/12/30 21:36:25,-,-
601963,016029,80001142,重庆银行,银行,001,001,2,shzb,2020-12-30T00:00:00,2019-12-31T00:00:00,-2711725000.0,-0.629405209784716,-,-,-,-,-5637172000.0,-1.30841638634173,1423578000.0,0.330419717978374,371392000.0,0.0862019783246329,3995778000.0,0.927440463300354,-4308393000.0,0.300347601984766,-,-,36019010000.0,8.36019601740138,-,-,-,-,-,-,-,-,-,-,-,-,-,2020/12/30 15:49:20,22595197000.0,5.24446052159123
003032,016060,80533669,传智教育,文教休闲,001,001,2,zxb,2020-12-30T00:00:00,2019-12-31T00:00:00,133964006.16,1.20455850367865,910255781.57,8.18470851717621,517841636.37,4.65625479954182,-17439809.63,-0.15681280065082,19838097.84,0.178377387590519,37332047.13,0.335676993538587,-5310000.0,-0.0477457030278291,111214196.53,-0.094706643853106,-,-,-,-,-,-,-,2500000000.0,22.4791445517086,759838975.9,6.83221207011133,871053172.43,7.83221207011133,-,-,-,-,2020/12/30 6:56:08,-,-
300894,016019,80650875,火星人,家电行业,001,001,2,cyb,2020-12-28T00:00:00,2019-12-31T00:00:00,405044523.24,3.29937993624067,1497696171.04,12.1998161036383,153323996.88,1.24893459860548,-210180382.14,-1.7120708861263,283232.88,0.00230713619846169,214721618.89,1.74906253657208,-72100309.39,-0.587309050114366,122763831.71,4.69871466009502,-,-,-,-,-,-,-,50000000.0,0.407286081768065,173593853.49,1.41404720813923,296357685.2,2.41404720813923,-,-,-,-,2020/12/27 16:52:34,-,-
688686,016021,81018306,奥普特,仪器仪表,001,001,2,,2020-12-28T00:00:00,2019-12-31T00:00:00,157758691.17,1.96075408651559,464063708.37,5.76776344835123,110259606.19,1.37039659629069,-230686750.55,-2.86716367568299,599065.75,0.00744567927568732,10956396.3,0.136175057357439,-10259545.23,-0.127514022120256,-80458172.83,-1.98678141930803,-,-,-,-,-,-,-,288931000.0,3.59107086125958,163943965.63,2.03762973808015,83485792.8,1.03762973808015,-,-,-,-,2020/12/27 15:30:29,-,-
300055,016048,80139913,万邦达,环保工程,001,001,2,cyb,2020-12-25T00:00:00,2019-12-31T00:00:00,64522971.84,0.428544217674972,980765874.9,6.51398304503963,134205996.82,0.891360119883105,-276540228.19,-1.83670578657187,4741597.61,0.031492415497317,380538633.91,2.52743521436757,61425821.82,0.407973780596621,-150563160.53,0.717216579152536,-,-,-,-,-,-,-,-,-,639534905.99,4.24761876503364,488971745.46,3.24761876503364,-,-,-,-,2020/12/29 10:19:06,-,-
688618,016015,81056910,三旺通信,通讯行业,001,001,2,,2020-12-25T00:00:00,2019-12-31T00:00:00,25370613.0,0.267283100845355,136112515.4,1.43396516197591,48337151.47,0.509238926585385,20799587.39,0.21912668069562,-,-,1549584.56,0.0163250988937037,48655092.42,0.512588480772416,94920378.13,3.39665005311277,-,-,-,-,-,-,-,324339540.0,3.4169642640466,31051080.33,0.327127651003175,125971458.46,1.32712765100317,-,-,-,-,2020/12/24 19:28:34,-,-
